ID,Weight,starttime,endtime,profile_gender,profile_socialgrade_cie,profile_GOR,age,voted_ge_2019,pastvote_ge_2019,pastvote_EURef,ethnicity_new,ethnicity_rc,split_EXP1,split_EXP2,split_EXP3,EXP1a,EXP1b,EXP2a,EXP2b,EXP3a,EXP3b
503,.576215283,4/17/2023 19:39:35,4/17/2023 19:52:04,2,6,5,43,2, ,2,5,2,1,1,2,2,9,2,9,999,100
504,.797758449,4/18/2023 8:22:27,4/18/2023 8:36:03,2,1,12,67,1,98,2,1,1,2,2,1,9,1,9,2,90,999
505,.507950982,4/17/2023 18:42:27,4/17/2023 19:12:08,2,5,5,46,1,1,1,1,1,1,1,1,2,9,2,9,80,999
506,.888998526,4/17/2023 17:18:44,4/17/2023 17:50:17,1,2,10,59,1,2,1,1,1,1,1,2,2,9,2,9,999,80
507,1.351423437,4/18/2023 8:47:51,4/18/2023 9:05:34,1,3,11,75,1,4,2,1,1,1,2,2,2,9,9,1,999,32
508,1.070438777,4/18/2023 8:52:13,4/18/2023 9:07:55,1,4,12,77,1,98,2,1,1,1,1,2,2,9,1,9,999,100
509,.824130073,4/18/2023 8:04:09,4/18/2023 8:16:51,2,1,9,40,1,1,3,1,1,2,2,1,9,2,9,1,51,999
510,1.150555623,4/18/2023 9:12:52,4/18/2023 9:27:18,2,3,3,70,1,6,2,1,1,2,2,2,9,2,9,2,999,80
511,2.144840641,4/18/2023 7:12:23,4/18/2023 7:29:04,2,4,3,67,1,1,2,1,1,2,1,1,9,2,1,9,70,999
512,1.164239655,4/17/2023 18:31:27,4/17/2023 18:39:37,2,4,3,38,1,2,2,1,1,1,1,1,1,9,2,9,0,999
513,3.534365929,4/18/2023 7:45:17,4/18/2023 7:57:59,2,5,5,41,1,2,3,10,2,2,1,1,9,1,1,9,82,999
514,1.041719544,4/17/2023 18:46:42,4/17/2023 19:01:15,2,4,5,62,1,1,2,1,1,2,1,2,9,2,1,9,999,69
515,.66510687,4/18/2023 5:27:02,4/18/2023 5:50:52,2,1,9,51,1,1,1,1,1,1,1,2,2,9,2,9,999,90
516,.510620569,4/18/2023 4:53:14,4/18/2023 5:08:39,1,2,6,35,1,2,1,1,1,1,2,1,2,9,9,1,50,999
517,.814260049,4/17/2023 22:07:07,4/17/2023 22:23:48,2,3,1,27,1,2,1,1,1,2,2,1,9,1,9,1,44,999
518,.772131932,4/17/2023 22:14:23,4/17/2023 22:27:46,2,4,8,46,2, ,3,1,1,2,2,2,9,1,9,2,999,63
519,.80195594,4/17/2023 21:51:46,4/17/2023 22:01:01,1,2,2,30,1,2,1,1,1,2,1,1,9,1,2,9,68,999
520,.767367728,4/18/2023 7:23:17,4/18/2023 7:35:06,2,3,12,48,99, ,1,1,1,1,2,2,2,9,9,1,999,80
521,.602481229,4/18/2023 8:14:51,4/18/2023 8:26:06,2,2,9,53,1,1,2,1,1,2,1,2,9,1,2,9,999,2
522,.747700769,4/18/2023 7:35:06,4/18/2023 7:50:32,2,4,2,69,1,2,1,1,1,1,2,1,2,9,9,1,100,999
523,.757996883,4/18/2023 8:18:54,4/18/2023 9:01:01,1,1,8,84,1,1,2,1,1,2,2,2,9,1,9,2,999,100
524,.821763285,4/18/2023 8:37:13,4/18/2023 8:52:32,2,3,5,74,1,1,2,1,1,2,2,2,9,1,9,1,999,50
525,1.007532226,4/18/2023 8:23:33,4/18/2023 8:34:53,1,1,8,60,1,1,2,1,1,2,2,2,9,1,9,1,999,72
526,.58780885,4/17/2023 17:17:39,4/17/2023 17:37:43,2,5,2,61,1,98,2,1,1,1,2,1,2,9,9,2,100,999
527,1.632592057,4/18/2023 7:47:36,4/18/2023 8:00:31,1,3,9,43,1,1,2,1,1,2,2,1,9,2,9,1,57,999
528,1.327640821,4/17/2023 17:51:14,4/17/2023 18:08:11,1,5,10,47,1,1,2,1,1,2,1,2,9,1,1,9,999,44
529,2.360487177,4/17/2023 23:09:48,4/17/2023 23:16:05,1,2,9,39,1,3,3,1,1,1,2,2,1,9,9,1,999,72
530,.379893267,4/17/2023 18:09:55,4/17/2023 18:22:23,2,3,7,49,2, ,1,1,1,1,2,2,2,9,9,2,999,9
531,1.597471484,4/18/2023 7:10:57,4/18/2023 7:24:21,2,1,8,54,1,1,1,1,1,2,2,1,9,1,9,1,70,999
532,.716213039,4/17/2023 21:28:41,4/17/2023 22:09:51,2,3,10,72,1,1,2,1,1,2,1,2,9,1,1,9,999,99
533,.415706698,4/18/2023 6:14:29,4/18/2023 6:33:22,1,5,10,65,1,99,1,1,1,2,1,1,9,1,2,9,100,999
534,1.588280652,4/18/2023 8:20:24,4/18/2023 8:41:11,1,3,3,66,2, ,1,1,1,2,1,2,9,1,1,9,999,0
535,1.156989617,4/17/2023 19:17:42,4/17/2023 19:35:55,1,3,5,40,1,2,2,1,1,2,1,1,9,1,2,9,50,999
536,.568904036,4/17/2023 22:06:16,4/17/2023 22:24:00,1,1,1,65,1,2,1,1,1,2,2,1,9,1,9,1,100,999
537,.60171893,4/18/2023 6:56:17,4/18/2023 7:11:06,2,3,9,66,1,99,2,1,1,2,2,2,9,1,9,1,999,50
538,1.033550826,4/17/2023 18:00:30,4/17/2023 20:51:46,2,1,7,55,1,3,1,1,1,2,1,1,9,1,1,9,91,999
539,.739538058,4/18/2023 8:15:01,4/18/2023 8:53:31,2,3,4,68,1,3,1,1,1,2,2,2,9,1,9,2,999,77
540,.614041084,4/18/2023 7:25:10,4/18/2023 7:29:31,2,6,2,44,1,2,2,1,1,2,1,2,9,2,2,9,999,51
541,.868584294,4/18/2023 7:06:51,4/18/2023 7:21:55,1,6,6,78,1,1,2,1,1,1,1,2,1,9,2,9,999,75
542,.972261039,4/17/2023 21:33:03,4/17/2023 21:51:26,1,4,4,76,1,1,2,1,1,2,2,2,9,2,9,2,999,53
543,.85825834,4/17/2023 18:40:33,4/17/2023 19:03:45,1,3,4,50,2, ,2,1,1,2,1,2,9,1,2,9,999,2
544,.588456847,4/17/2023 21:51:28,4/17/2023 22:11:57,1,3,2,45,1,2,1,1,1,1,2,2,1,9,9,2,999,8
545,.787819413,4/18/2023 6:48:29,4/18/2023 6:56:08,2,6,2,68,1,2,2,1,1,1,1,2,1,9,1,9,999,49
546,.535226861,4/17/2023 19:35:54,4/17/2023 19:47:00,2,2,8,48,1,3,1,1,1,2,2,1,9,1,9,1,79,999
547,.749818876,4/18/2023 7:49:54,4/18/2023 8:10:48,2,3,11,73,1,98,2,1,1,2,2,2,9,2,9,2,999,7
548,.690291198,4/17/2023 18:21:55,4/17/2023 18:57:46,2,3,4,56,1,1,2,1,1,1,2,1,2,9,9,2,45,999
549,.629843381,4/17/2023 17:12:43,4/17/2023 17:25:03,1,4,2,41,1,2,1,1,1,2,1,2,9,1,1,9,999,73
550,1.477107357,4/18/2023 5:15:49,4/18/2023 5:32:07,2,3,7,42,1,2,1,1,1,2,2,1,9,1,9,1,90,999
551,.876634339,4/17/2023 21:38:27,4/17/2023 21:56:14,2,3,6,27,1,2,1,1,1,2,2,2,9,1,9,1,999,89
552,.770563236,4/17/2023 19:40:28,4/17/2023 19:58:46,2,6,3,72,1,1,2,1,1,1,1,1,1,9,2,9,62,999
553,.761449601,4/17/2023 21:26:40,4/17/2023 21:46:02,2,2,1,59,1,1,2,18,2,2,2,1,9,2,9,2,58,999
554,1.198808779,4/18/2023 0:59:51,4/18/2023 1:15:18,1,3,7,51,1,3,1,1,1,1,1,1,2,9,2,9,74,999
555,.688560375,4/17/2023 17:28:00,4/17/2023 17:31:42,1,2,3,50,1,1,2,1,1,1,1,1,1,9,1,9,67,999
556,.618633432,4/18/2023 6:33:28,4/18/2023 6:49:03,2,5,10,44,1,5,2,1,1,2,2,2,9,1,9,2,999,44
557,2.345417321,4/17/2023 22:07:20,4/17/2023 22:23:50,2,1,7,69,1,2,1,1,1,2,2,2,9,1,9,1,999,100
558,1.176612824,4/17/2023 19:20:51,4/17/2023 19:44:35,2,4,6,60,1,1,4,1,1,2,2,2,9,1,9,1,999,25
559,.821868756,4/17/2023 21:31:39,4/17/2023 22:19:45,2,5,6,70,1,1,2,1,1,2,1,2,9,2,1,9,999,72
560,.915307727,4/18/2023 7:42:17,4/18/2023 8:02:58,1,5,4,36,1,2,1,1,1,1,1,2,2,9,1,9,999,100
561,.81257502,4/17/2023 19:32:42,4/17/2023 19:53:51,2,3,6,73,1,3,1,1,1,2,1,1,9,1,1,9,94,999
562,2.297111211,4/17/2023 21:04:10,4/17/2023 21:14:44,1,4,3,61,1,1,2,1,1,1,1,2,1,9,1,9,999,40
563,.731323339,4/18/2023 7:22:10,4/18/2023 7:37:11,2,4,1,67,1,1,1,1,1,2,1,2,9,1,2,9,999,99
564,.739018839,4/18/2023 7:54:05,4/18/2023 8:10:11,2,1,9,26,1,2,1,1,1,1,2,1,1,9,9,1,80,999
565,.672455783,4/17/2023 17:36:24,4/17/2023 18:00:23,2,1,1,69,1,1,2,1,1,1,1,1,2,9,1,9,91,999
566,.731694025,4/17/2023 18:07:18,4/17/2023 18:17:24,2,6,7,69,1,1,2,1,1,2,2,1,9,2,9,1,54,999
567,.587373032,4/17/2023 21:11:20,4/17/2023 21:31:33,2,2,8,67,1,1,1,1,1,2,1,1,9,2,1,9,75,999
568,.821868756,4/18/2023 7:06:48,4/18/2023 7:16:08,2,5,9,72,1,1,2,1,1,1,2,1,1,9,9,2,63,999
569,.50857582,4/18/2023 6:56:03,4/18/2023 7:03:47,2,5,4,52,99, ,1,1,1,1,1,1,2,9,1,9,51,999
570,.78439012,4/17/2023 17:41:36,4/17/2023 17:59:15,1,2,2,41,1,1,1,10,2,2,1,1,9,1,1,9,0,999
571,1.988516669,4/18/2023 8:56:47,4/18/2023 9:26:18,1,6,6,41,99, ,2,18,2,2,2,2,9,1,9,2,999,100
572,.773283975,4/18/2023 6:23:57,4/18/2023 6:39:26,1,5,7,72,1,1,2,1,1,1,1,2,2,9,2,9,999,100
573,.899146358,4/18/2023 7:57:14,4/18/2023 8:14:36,1,3,8,74,1,1,2,1,1,2,1,2,9,1,2,9,999,50
574,.705951703,4/18/2023 7:57:11,4/18/2023 8:17:03,2,2,5,60,1,3,1,1,1,2,1,2,9,1,1,9,999,100
575,1.646604197,4/17/2023 19:22:08,4/17/2023 19:31:49,2,6,5,56,2, ,1,1,1,2,2,2,9,2,9,2,999,1
576,.838953361,4/18/2023 8:17:35,4/18/2023 8:28:20,1,6,5,83,1,1,2,1,1,1,2,2,2,9,9,2,999,50
577,1.921652334,4/18/2023 9:33:35,4/18/2023 9:44:14,2,4,8,62,1,1,2,1,1,2,1,2,9,2,2,9,999,19
578,.518154969,4/17/2023 22:12:45,4/17/2023 23:01:28,2,5,2,62,1,2,1,1,1,1,1,1,1,9,1,9,61,999
579,.81257502,4/18/2023 8:07:05,4/18/2023 8:25:56,2,3,9,70,1,3,1,1,1,1,2,1,2,9,9,1,91,999
580,.814362536,4/17/2023 19:04:19,4/17/2023 19:15:05,1,6,2,69,1,1,2,1,1,1,2,2,1,9,9,2,999,80
581,.848289111,4/18/2023 7:41:01,4/18/2023 7:57:06,2,3,4,26,1,2,1,1,1,1,1,1,2,9,2,9,50,999
582,.415419415,4/18/2023 8:22:20,4/18/2023 8:37:48,2,2,8,68,2, ,1,4,1,2,1,2,9,2,2,9,999,94
583,.952461731,4/18/2023 6:46:05,4/18/2023 7:05:02,2,4,8,74,1,1,2,1,1,2,1,1,9,1,1,9,90,999
584,1.324198256,4/17/2023 19:08:53,4/17/2023 19:20:19,2,2,9,59,1,98,2,1,1,1,2,2,2,9,9,2,999,59
585,4.389812869,4/17/2023 21:09:32,4/17/2023 21:35:20,1,4,8,48,1,1,2,1,1,2,1,2,9,1,1,9,999,46
586,.952461731,4/18/2023 8:36:52,4/18/2023 8:56:19,2,4,8,67,1,1,2,1,1,1,1,1,2,9,2,9,94,999
587,2.075561271,4/18/2023 7:45:55,4/18/2023 8:02:58,1,6,1,64,1,1,2,1,1,2,2,2,9,1,9,2,999,100
588,.638100015,4/17/2023 19:10:25,4/17/2023 19:44:04,1,1,10,66,1,1,2,1,1,2,2,2,9,1,9,1,999,83
589,.899146358,4/17/2023 19:11:08,4/17/2023 19:47:37,1,3,6,69,1,1,2,1,1,1,2,1,2,9,9,1,42,999
590,.980043728,4/17/2023 21:06:32,4/17/2023 21:20:35,1,1,3,75,1,6,2,1,1,2,2,2,9,1,9,1,999,100
591,1.036177391,4/17/2023 20:32:01,4/17/2023 20:49:07,2,3,8,44,1,3,1,1,1,2,1,2,9,1,1,9,999,100
592,.565384837,4/17/2023 21:28:54,4/17/2023 22:00:03,2,6,8,63,1,1,1,1,1,2,1,2,9,1,1,9,999,81
593,.566458992,4/17/2023 22:12:26,4/17/2023 22:26:18,1,2,2,38,1,1,2,1,1,1,2,1,2,9,9,1,41,999
594,.672571334,4/17/2023 20:08:05,4/17/2023 21:19:38,2,4,6,25,2, ,1,1,1,1,2,1,2,9,9,2,85,999
595,.687823833,4/17/2023 17:29:03,4/17/2023 17:41:04,2,1,7,66,1,3,1,1,1,2,2,2,9,1,9,2,999,61
596,.951291198,4/18/2023 7:41:48,4/18/2023 7:53:45,1,3,3,31,1,2,1,1,1,2,1,1,9,1,2,9,100,999
597,.881209897,4/17/2023 17:33:57,4/17/2023 17:48:44,1,6,8,58,1,1,2,1,1,1,1,1,2,9,1,9,47,999
598,1.054807522,4/18/2023 4:02:39,4/18/2023 4:09:15,1,6,10,25,1,6,2,1,1,2,2,2,9,1,9,1,999,100
599,.970765547,4/17/2023 17:24:12,4/17/2023 18:00:37,1,1,11,69,1,1,2,1,1,1,1,2,2,9,1,9,999,80
600,.744757714,4/18/2023 6:56:12,4/18/2023 7:03:55,1,5,8,51,1,2,1,1,1,1,2,1,2,9,9,1,64,999
601,.83851999,4/17/2023 18:08:02,4/17/2023 18:28:21,1,4,3,62,1,2,1,1,1,1,2,2,2,9,9,1,999,100
602,.793831479,4/17/2023 19:06:46,4/17/2023 19:22:04,2,6,5,67,1,1,2,1,1,1,2,2,2,9,9,1,999,100
603,1.188695515,4/17/2023 20:30:42,4/17/2023 20:40:04,1,2,12,43,2, ,2,1,1,1,2,1,1,9,9,1,37,999
604,.696749992,4/17/2023 21:06:27,4/17/2023 21:20:44,2,3,8,81,1,1,1,1,1,1,2,1,1,9,9,2,100,999
605,.584204948,4/18/2023 6:34:05,4/18/2023 6:47:57,2,4,2,31,1,2,1,1,1,1,1,1,2,9,2,9,100,999
606,1.702378958,4/18/2023 7:47:29,4/18/2023 7:50:32,2,4,5,36,1,2,2,1,1,2,2,1,9,1,9,1,53,999
607,.910623466,4/17/2023 22:10:06,4/17/2023 22:31:05,2,4,6,78,1,1,2,1,1,1,2,2,1,9,9,2,999,44
608,1.103831451,4/18/2023 7:34:09,4/18/2023 8:26:46,1,3,12,32,1,98,1,1,1,1,2,2,2,9,9,2,999,90
609,.789017396,4/18/2023 5:54:40,4/18/2023 6:09:43,1,6,2,50,1,1,2,1,1,1,1,1,2,9,1,9,81,999
610,.827512257,4/17/2023 17:30:28,4/17/2023 17:51:52,2,1,1,60,1,1,1,1,1,2,1,2,9,1,1,9,999,100
611,.589458172,4/18/2023 7:07:00,4/18/2023 7:30:33,2,4,5,26,1,6,2,1,1,1,2,1,2,9,9,2,52,999
612,.96919767,4/17/2023 19:12:45,4/17/2023 19:22:36,1,3,1,39,1,6,2,1,1,1,2,2,2,9,9,2,999,100
613,1.106539873,4/17/2023 19:11:47,4/17/2023 19:18:11,1,3,8,30,1,3,1,1,1,2,2,2,9,1,9,1,999,63
614,.903142048,4/17/2023 18:25:55,4/17/2023 18:45:16,1,2,1,51,1,1,2,1,1,1,2,1,2,9,9,1,100,999
615,1.249186598,4/17/2023 21:52:56,4/17/2023 22:02:17,1,6,4,45,1,6,2,1,1,1,1,1,1,9,1,9,37,999
616,.488190819,4/17/2023 21:30:47,4/17/2023 21:52:43,1,1,9,44,1,2,1,1,1,1,1,2,2,9,2,9,999,50
617,.831532325,4/18/2023 7:53:21,4/18/2023 8:07:45,1,1,11,85,1,1,1,1,1,2,1,2,9,1,1,9,999,81
618,1.536193861,4/18/2023 8:40:24,4/18/2023 8:45:02,2,4,10,32,99, ,3,1,1,2,2,1,9,2,9,2,0,999
619,.496937709,4/17/2023 17:32:56,4/17/2023 17:45:12,2,3,4,41,1,2,1,1,1,2,2,1,9,1,9,2,95,999
620,.846837461,4/17/2023 20:45:06,4/17/2023 20:54:37,2,5,8,27,1,2,1,1,1,2,2,1,9,2,9,1,49,999
621,.790689151,4/17/2023 21:08:55,4/17/2023 21:21:24,2,6,11,61,1,2,1,1,1,2,1,1,9,2,2,9,49,999
622,1.164239655,4/17/2023 17:50:54,4/17/2023 18:40:58,2,4,3,36,1,2,2,1,1,2,2,1,9,1,9,1,50,999
623,.716601057,4/17/2023 17:17:51,4/17/2023 17:44:40,2,2,10,56,1,2,1,4,1,1,2,1,2,9,9,1,100,999
624,.586120198,4/17/2023 21:16:35,4/17/2023 21:32:31,1,3,5,47,1,2,1,1,1,1,2,1,2,9,9,2,100,999
625,.615551057,4/17/2023 18:57:29,4/17/2023 19:13:23,2,5,2,48,1,2,2,1,1,1,2,1,1,9,9,1,31,999
626,2.287648082,4/18/2023 8:23:31,4/18/2023 8:34:42,2,4,8,68,1,1,2,1,1,1,2,2,1,9,9,1,999,70
627,1.245333525,4/17/2023 21:42:27,4/17/2023 22:20:44,2,3,5,48,1,2,1,1,1,1,1,1,2,9,2,9,49,999
628,.908148941,4/17/2023 20:17:21,4/17/2023 20:30:02,1,3,8,35,1,7,1,1,1,1,2,2,2,9,9,2,999,81
629,.899146358,4/18/2023 8:42:42,4/18/2023 8:57:01,1,3,8,73,1,1,2,1,1,1,2,1,2,9,9,1,31,999
630,.559021704,4/18/2023 8:22:05,4/18/2023 9:06:17,2,2,8,46,1,1,2,1,1,2,1,2,9,2,2,9,999,90
631,.83519039,4/17/2023 18:12:04,4/17/2023 18:28:12,1,4,5,59,1,2,1,1,1,2,2,2,9,1,9,2,999,100
632,1.140841691,4/17/2023 19:12:14,4/17/2023 19:23:04,1,6,11,62,2, ,3,1,1,1,2,2,2,9,9,1,999,6
633,.873438009,4/17/2023 17:14:22,4/17/2023 17:41:41,1,3,2,61,1,2,2,1,1,1,2,1,2,9,9,1,100,999
634,.876703561,4/17/2023 18:30:22,4/17/2023 18:44:57,2,2,3,48,1,2,2,1,1,2,1,2,9,1,2,9,999,70
635,1.02470349,4/17/2023 17:09:11,4/17/2023 17:24:54,1,2,7,40,1,3,1,1,1,1,1,2,1,9,2,9,999,86
636,.735810167,4/17/2023 17:12:02,4/17/2023 17:25:57,2,4,9,65,1,2,1,1,1,2,1,1,9,1,2,9,100,999
637,.664749916,4/17/2023 17:06:46,4/17/2023 17:44:49,2,3,9,47,1,1,2,1,1,2,2,2,9,1,9,1,999,50
638,.78439012,4/18/2023 8:10:27,4/18/2023 8:23:05,1,2,2,48,1,1,1,1,1,1,1,2,1,9,1,9,999,70
639,.972261039,4/17/2023 19:43:03,4/17/2023 20:07:32,1,4,5,75,1,1,2,1,1,1,1,2,2,9,1,9,999,100
640,.766728861,4/17/2023 19:08:56,4/17/2023 19:36:13,1,1,1,31,1,2,1,1,1,1,1,1,2,9,1,9,71,999
641,1.126706988,4/17/2023 18:23:09,4/17/2023 18:36:18,2,3,11,53,1,7,2,1,1,2,1,1,9,2,2,9,100,999
642,.923294321,4/17/2023 19:11:12,4/17/2023 19:28:12,1,3,8,51,1,2,1,1,1,1,1,2,2,9,2,9,999,0
643,1.600251082,4/18/2023 7:00:36,4/18/2023 7:16:21,2,6,6,48,2, ,3,1,1,1,2,1,1,9,9,1,50,999
644,1.558153767,4/17/2023 18:16:54,4/17/2023 18:39:43,1,4,11,37,1,3,1,1,1,2,1,2,9,2,1,9,999,82
645,1.055344052,4/18/2023 8:47:25,4/18/2023 9:01:38,1,3,12,43,1,98,1,2,1,2,1,1,9,1,2,9,98,999
646,.813415025,4/17/2023 19:07:55,4/17/2023 19:20:00,2,3,6,72,1,1,2,1,1,1,1,2,1,9,2,9,999,29
647,.932833423,4/17/2023 20:32:46,4/17/2023 21:57:36,1,2,8,44,1,3,1,1,1,2,2,2,9,1,9,2,999,60
648,.7441919,4/17/2023 20:22:58,4/17/2023 20:51:08,2,4,8,35,1,1,2,1,1,2,1,1,9,2,2,9,60,999
649,.88853835,4/17/2023 17:14:41,4/17/2023 17:41:21,2,6,4,59,1,2,2,1,1,1,1,1,2,9,2,9,100,999
650,.675851622,4/17/2023 22:59:43,4/17/2023 23:17:38,1,5,2,59,1,1,1,1,1,1,1,1,1,9,1,9,98,999
651,.766728861,4/18/2023 6:55:02,4/18/2023 7:10:06,1,2,2,43,1,2,1,1,1,2,1,1,9,1,2,9,70,999
652,1.246658491,4/18/2023 7:51:17,4/18/2023 7:57:22,1,3,7,34,2, ,3,1,1,1,2,2,2,9,9,1,999,100
653,.828583488,4/17/2023 20:32:20,4/17/2023 20:48:04,2,4,2,65,1,3,1,1,1,2,2,2,9,1,9,1,999,70
654,1.319181723,4/17/2023 22:11:44,4/17/2023 22:28:04,1,3,6,36,1,2,1,1,1,1,1,2,2,9,2,9,999,100
655,.510463742,4/17/2023 19:52:44,4/17/2023 20:16:19,2,2,12,42,1,98,1,1,1,1,2,1,2,9,9,2,70,999
656,.798696743,4/17/2023 22:11:56,4/17/2023 22:30:16,1,4,9,57,1,1,1,1,1,2,2,2,9,1,9,2,999,63
657,.894565809,4/17/2023 21:11:05,4/17/2023 21:25:49,1,3,3,59,1,1,2,1,1,2,1,1,9,1,2,9,80,999
658,.717041237,4/17/2023 18:42:29,4/17/2023 18:54:46,2,4,5,49,1,1,2,1,1,2,2,1,9,1,9,1,51,999
659,.838953361,4/18/2023 8:49:17,4/18/2023 9:00:06,1,5,4,78,1,1,2,1,1,1,2,2,1,9,9,2,999,51
660,.850787083,4/17/2023 20:12:17,4/17/2023 20:23:43,2,3,9,68,1,1,2,1,1,1,1,2,2,9,2,9,999,96
661,.883511632,4/17/2023 21:38:38,4/17/2023 21:48:30,1,6,1,52,1,2,2,1,1,1,2,2,1,9,9,2,999,89
662,.905551485,4/17/2023 17:11:38,4/17/2023 17:28:49,2,2,6,64,1,3,2,1,1,1,2,1,2,9,9,1,100,999
663,.685723796,4/17/2023 17:21:18,4/17/2023 17:40:25,2,1,9,75,1,1,2,1,1,1,1,2,1,9,2,9,999,79
664,1.244061341,4/17/2023 17:43:05,4/17/2023 17:49:27,2,4,5,51,1,3,1,1,1,2,1,1,9,2,1,9,47,999
665,.535226861,4/17/2023 18:31:40,4/17/2023 19:02:20,2,2,8,45,1,3,1,1,1,1,2,2,2,9,9,2,999,50
666,.814260049,4/17/2023 19:10:22,4/17/2023 19:24:40,2,3,2,28,1,2,1,1,1,2,1,2,9,1,2,9,999,90
667,.814245938,4/17/2023 20:07:36,4/17/2023 20:21:45,2,2,7,28,1,1,2,13,2,2,2,2,9,1,9,2,999,70
668,.848171784,4/17/2023 17:14:25,4/17/2023 17:32:14,1,4,11,65,2, ,2,1,1,2,1,1,9,1,1,9,89,999
669,.744731794,4/18/2023 7:49:52,4/18/2023 8:03:56,2,4,4,74,1,2,1,1,1,1,1,2,1,9,1,9,999,60
670,.461735481,4/17/2023 22:05:18,4/17/2023 22:23:11,2,6,7,53,2, ,2,1,1,2,1,1,9,1,2,9,95,999
671,.797676324,4/17/2023 20:47:23,4/17/2023 21:02:41,2,3,3,68,1,1,2,1,1,2,2,1,9,2,9,2,3,999
672,.581840148,4/17/2023 20:29:33,4/17/2023 20:48:29,2,2,10,64,1,5,2,1,1,1,1,1,2,9,1,9,42,999
673,.538306363,4/17/2023 20:06:26,4/17/2023 20:27:54,2,2,3,65,1,2,1,1,1,2,2,1,9,1,9,2,52,999
674,.818289484,4/18/2023 7:49:41,4/18/2023 8:07:50,1,3,2,51,2, ,2,1,1,2,1,1,9,1,1,9,51,999
675,.604861201,4/18/2023 7:08:33,4/18/2023 7:26:29,2,3,3,48,1,3,1,1,1,2,2,1,9,2,9,1,80,999
676,1.03989191,4/17/2023 19:12:41,4/17/2023 19:24:27,1,4,11,35,2, ,3,4,1,2,1,1,9,1,1,9,38,999
677,.877444845,4/18/2023 8:31:01,4/18/2023 8:45:29,1,2,12,51,1,98,1,1,1,1,1,2,2,9,2,9,999,100
678,.851670932,4/17/2023 17:32:48,4/17/2023 17:36:11,2,3,3,26,1,2,1,10,2,2,1,1,9,1,1,9,75,999
679,.528029299,4/17/2023 21:03:54,4/17/2023 21:19:20,1,6,7,63,2, ,1,1,1,1,1,1,1,9,1,9,21,999
680,.63193347,4/18/2023 6:22:21,4/18/2023 6:34:17,1,2,8,45,1,1,2,1,1,1,2,2,1,9,9,1,999,78
681,.547090264,4/18/2023 8:12:49,4/18/2023 8:28:47,1,2,11,67,2, ,1,1,1,1,2,1,2,9,9,1,1,999
682,.724700769,4/17/2023 19:08:31,4/17/2023 19:36:35,1,1,8,66,1,1,2,1,1,2,1,2,9,2,1,9,999,100
683,.753292744,4/18/2023 9:10:37,4/18/2023 9:23:36,2,4,10,72,1,5,1,1,1,1,1,2,2,9,1,9,999,85
684,.96622495,4/18/2023 5:22:47,4/18/2023 5:45:48,1,2,7,61,1,3,1,1,1,1,2,1,2,9,9,1,0,999
685,.793132697,4/18/2023 6:37:36,4/18/2023 6:48:15,1,6,8,77,1,3,1,1,1,1,1,2,2,9,1,9,999,62
686,.868584294,4/17/2023 20:44:05,4/17/2023 21:03:59,1,5,8,71,1,1,2,1,1,1,2,1,1,9,9,1,49,999
687,1.041719544,4/18/2023 6:53:15,4/18/2023 7:07:24,2,4,4,59,1,1,2,1,1,2,2,1,9,1,9,1,56,999
688,.850787083,4/18/2023 8:51:43,4/18/2023 9:09:05,2,3,6,67,1,1,2,1,1,2,2,2,9,2,9,2,999,90
689,.724558333,4/17/2023 19:06:30,4/17/2023 19:13:23,2,2,1,31,1,6,2,1,1,1,2,2,2,9,9,2,999,47
690,.330417562,4/17/2023 17:43:28,4/17/2023 18:03:01,2,6,10,60,2, ,1,1,1,1,2,2,2,9,9,2,999,80
691,.880103454,4/17/2023 19:10:27,4/17/2023 19:19:53,1,3,4,57,1,1,2,1,1,2,2,2,9,2,9,2,999,51
692,.797676324,4/18/2023 7:21:52,4/18/2023 8:08:42,2,3,2,69,1,1,2,1,1,1,1,1,2,9,1,9,75,999
693,2.193520741,4/18/2023 7:56:33,4/18/2023 8:05:11,2,6,4,54,99, ,3,1,1,1,1,2,2,9,2,9,999,43
694,1.085430453,4/17/2023 19:37:22,4/17/2023 19:46:48,2,6,1,69,2, ,3,1,1,2,1,1,9,2,2,9,57,999
695,1.11898174,4/18/2023 7:10:14,4/18/2023 7:37:49,2,5,7,74,1,2,1,1,1,2,2,2,9,1,9,1,999,88
696,1.065217745,4/17/2023 19:37:55,4/17/2023 20:04:42,2,6,11,74,2, ,3,1,1,1,2,1,2,9,9,1,80,999
697,.838953361,4/18/2023 7:28:35,4/18/2023 7:43:34,1,6,4,70,1,1,2,1,1,1,1,1,1,9,1,9,50,999
698,.890253951,4/18/2023 9:12:26,4/18/2023 9:22:30,1,5,5,58,1,1,2,1,1,1,1,1,2,9,2,9,50,999
699,.829572891,4/18/2023 8:06:34,4/18/2023 8:21:23,1,6,6,76,1,3,1,1,1,2,1,1,9,2,1,9,59,999
700,.633336064,4/18/2023 7:52:48,4/18/2023 8:11:10,2,3,9,47,1,3,1,1,1,1,2,1,2,9,9,1,70,999
701,.809462177,4/17/2023 19:35:28,4/17/2023 19:47:58,2,4,2,56,1,2,1,1,1,1,1,2,2,9,2,9,999,100
702,1.084904554,4/17/2023 18:28:16,4/17/2023 18:55:50,2,3,8,39,1,1,2,1,1,2,2,2,9,2,9,1,999,32
