ID,starttime,endtime,age,profile_gender,profile_socialgrade_cie,profile_GOR,voted_ge_2019,pastvote_ge_2019,pastvote_EURef,ethnicity_new,ethnicity_rc,Weight,RUK1,RUK2,RUK2_1,RUK2_2,RUK2_3,RUK2_4,RUK2_5,RUK3,RUK3_1,RUK3_2,RUK3_3,RUK4
214,11/07/2022,11/07/2022,65,2,5,7,2, ,2,1,1,2.085716053,3,1,2,3,1,1,1,1,3,3,3,4
215,11/07/2022,11/07/2022,51,1,3,10,1,1,2,1,1,0.871383397,2,1,3,3,1,3,2,1,3,3,4,3
216,11/07/2022,11/07/2022,58,1,4,2,2, ,3,1,1,1.395671228,2,1,2,2,2,2,2,1,3,3,3,3
217,11/07/2022,11/07/2022,46,1,2,3,1,2,2,1,1,1.28977951,2,1,1,3,2,1,1,1,4,3,3,3
218,11/07/2022,11/07/2022,32,1,2,7,1,2,1,1,1,1.494821509,3,1,3,2,3,3,3,1,3,2,2,3
219,11/07/2022,11/07/2022,47,1,3,5,1,2,2,1,1,1.324355699,3,1,1,1,1,1,1,1,4,4,4,3
220,11/08/2022,11/08/2022,34,1,3,6,1,1,2,1,1,1.514279449,3,1,2,2,2,3,2,1,4,4,3,3
221,11/07/2022,11/07/2022,53,1,2,3,1,1,1,1,1,0.991920855,2,1,1,2,1,2,3,1,4,4,4,3
222,11/07/2022,11/07/2022,50,2,5,6,1,1,2,1,1,0.801878429,2,1,2,3,2,2,2,1,3,3,3,3
223,11/07/2022,11/07/2022,54,1,1,11,1,4,3,1,1,1.520676223,2,1,2,3,1,3,2,1,3,3,3,3
224,11/07/2022,11/07/2022,41,2,3,8,1,3,1,1,1,0.904372925,2,1,2,3,2,1,2,1,4,1,2,4
225,11/07/2022,11/07/2022,79,2,3,3,1,3,2,4,1,0.715176655,2,1,2,3,3,2,1,1,3,2,2,3
226,11/07/2022,11/07/2022,74,2,4,4,1,1,2,1,1,1.063555249,2,1,2,3,2,3,2,1,3,3,3,3
227,11/08/2022,11/08/2022,72,1,6,5,2, ,1,1,1,0.566225831,5,1,4,3,4,4,4,1,5,5,5,4
228,11/07/2022,11/07/2022,54,1,2,10,2, ,1,1,1,0.61430173,3,1,1,2,1,1,1,1,3,3,3,3
229,11/07/2022,11/07/2022,40,2,2,9,1,3,1,1,1,0.626944919,5,1,2,2,1,2,1,1,3,3,3,3
230,11/08/2022,11/08/2022,48,1,5,4,2, ,3,1,1,3.276103705,3,1,2,2,1,2,1,1,3,3,3,4
231,11/07/2022,11/07/2022,56,1,3,3,1,6,2,1,1,0.720464314,3,1,2,3,1,1,1,1,3,3,3,2
232,11/07/2022,11/07/2022,40,2,3,1,1,2,2,1,1,0.969403705,5,1,1,1,1,1,1,1,5,1,5,4
233,11/07/2022,11/07/2022,66,2,6,9,2, ,2,1,1,0.592430003,2,1,4,4,4,4,4,1,3,3,4,4
234,11/07/2022,11/07/2022,30,2,2,5,1,1,2,1,1,0.733781909,3,1,1,2,2,3,2,1,3,3,3,4
235,11/07/2022,11/07/2022,78,2,4,6,1,1,2,1,1,0.994519728,3,1,3,3,1,1,1,1,5,3,3,1
236,11/07/2022,11/07/2022,33,2,5,11,1,4,2,1,1,0.750024041,3,1,1,2,1,2,1,1,4,3,4,3
237,11/07/2022,11/07/2022,70,2,3,7,1,3,1,1,1,0.772813032,2,1,2,2,1,1,1,1,3,3,3,3
238,11/07/2022,11/07/2022,42,1,5,1,1,2,2,1,1,1.387527266,3,1,2,2,1,2,1,1,3,3,2,3
239,11/07/2022,11/07/2022,70,2,1,9,1,1,2,1,1,0.76853929,2,1,2,3,1,1,1,1,4,4,4,3
240,11/07/2022,11/07/2022,40,2,5,2,1,2,1,12,2,1.67297346,2,1,2,2,2,1,1,1,4,5,4,3
241,11/07/2022,11/07/2022,74,2,3,4,1,1,2,1,1,0.872338629,2,1,1,3,1,1,1,1,3,3,3,3
242,11/07/2022,11/07/2022,45,2,4,8,1,3,1,1,1,0.811291105,2,1,2,3,2,2,2,1,3,3,3,3
243,11/07/2022,11/07/2022,52,1,1,6,1,1,2,1,1,0.861059001,3,1,2,3,1,2,1,1,3,3,3,3
244,11/07/2022,11/07/2022,47,2,4,9,1,99,4,1,1,0.881491365,5,1,1,2,1,1,1,1,3,3,3,3
245,11/07/2022,11/07/2022,47,2,2,2,1,1,2,1,1,0.709854904,3,1,2,3,2,2,2,1,4,3,3,3
246,11/07/2022,11/07/2022,34,2,1,7,1,2,1,1,1,0.978857048,2,1,2,3,2,3,2,1,3,2,1,3
247,11/08/2022,11/08/2022,66,1,5,11,2, ,3,1,1,1.551187206,3,1,2,2,2,2,1,1,3,3,3,3
248,11/08/2022,11/08/2022,67,1,5,8,2, ,3,1,1,1.631306631,2,1,4,4,4,4,4,1,3,3,3,3
249,11/07/2022,11/07/2022,43,2,3,6,1,2,1,1,1,0.774626145,3,1,2,3,1,1,1,1,4,2,3,3
250,11/07/2022,11/07/2022,70,2,5,6,1,1,2,1,1,0.826784122,3,1,1,2,1,1,1,1,3,3,3,2
251,11/07/2022,11/07/2022,66,1,1,7,1,2,2,19, ,0.867560576,3,1,2,3,3,3,3,1,3,3,3,3
252,11/07/2022,11/07/2022,32,1,3,9,99, ,4,19, ,0.781720494,5,1,4,4,4,4,4,1,3,3,3,4
253,11/07/2022,11/07/2022,47,2,2,4,1,2,1,1,1,0.79077179,2,1,3,2,3,3,2,1,4,1,3,3
254,11/07/2022,11/07/2022,54,1,3,8,1,1,1,1,1,1.017654035,4,1,1,3,1,2,1,1,3,3,3,3
255,11/07/2022,11/07/2022,69,1,4,11,1,4,1,1,1,0.854625594,2,1,4,2,2,3,2,1,3,3,3,3
256,11/07/2022,11/07/2022,76,1,1,4,1,1,2,1,1,0.78310709,3,1,1,3,2,2,3,1,2,2,2,3
257,11/07/2022,11/07/2022,60,1,3,7,1,7,4,14,2,1.049901962,1,1,4,3,3,3,3,1,5,5,5,3
258,11/07/2022,11/07/2022,51,2,3,10,1,3,1,1,1,0.979905432,2,1,2,2,1,1,1,1,3,3,4,3
259,11/07/2022,11/07/2022,47,1,3,5,1,1,2,1,1,1.619394578,3,1,1,3,1,2,1,1,3,2,3,3
260,11/07/2022,11/07/2022,66,2,1,2,1,2,1,1,1,0.615567565,2,1,2,2,2,2,2,1,2,2,2,3
261,11/07/2022,11/07/2022,78,2,3,6,2, ,3,4,1,0.809820635,4,1,3,2,2,2,2,1,3,3,3,2
262,11/07/2022,11/07/2022,30,1,2,7,1,2,1,1,1,1.494821509,2,1,3,2,2,3,2,1,2,2,4,3
263,11/07/2022,11/07/2022,75,2,3,2,1,1,2,1,1,0.842345466,3,1,3,2,2,2,2,1,3,3,3,3
264,11/07/2022,11/07/2022,66,1,3,11,1,1,3,1,1,1.078662043,2,1,3,3,2,2,2,1,3,3,3,3
265,11/07/2022,11/07/2022,32,2,1,6,1,2,1,1,1,0.729826745,2,1,2,2,2,2,2,1,4,1,1,3
266,11/07/2022,11/07/2022,54,1,1,7,2, ,2,1,1,1.311220702,4,1,2,2,1,2,3,1,3,3,3,3
267,11/07/2022,11/07/2022,40,2,4,5,1,2,1,1,1,1.023289447,2,1,4,4,4,4,2,1,3,3,5,3
268,11/07/2022,11/07/2022,54,2,2,8,1,3,1,1,1,0.682321359,3,1,2,3,1,1,1,1,3,3,3,3
269,11/07/2022,11/07/2022,64,1,4,4,1,3,1,1,1,1.181479726,3,1,2,2,2,1,1,1,4,4,3,4
270,11/07/2022,11/07/2022,66,2,6,5,1,1,2,1,1,0.884176118,2,1,2,4,1,2,2,1,3,3,4,3
271,11/08/2022,11/08/2022,71,1,6,7,1,1,2,1,1,0.99665198,2,1,2,3,1,2,1,1,3,3,3,3
272,11/07/2022,11/07/2022,70,1,1,10,1,2,1,1,1,0.55986948,2,1,1,3,1,1,2,1,2,1,3,3
273,11/07/2022,11/07/2022,29,2,3,3,1,1,2,1,1,1.023971225,2,1,2,2,2,3,1,1,4,4,4,3
274,11/07/2022,11/07/2022,71,2,4,9,1,1,3,1,1,1.377903719,2,1,1,1,1,1,1,1,5,5,5,3
275,11/07/2022,11/07/2022,61,1,3,6,1,2,1,1,1,0.897281094,3,1,2,2,1,1,2,1,3,3,3,3
276,11/07/2022,11/07/2022,49,1,5,5,2, ,3,4,1,0.895414449,4,1,3,3,3,3,3,1,3,3,4,3
277,11/07/2022,11/07/2022,75,2,1,11,1,4,1,1,1,0.69059788,2,1,2,3,1,1,2,1,3,3,3,3
278,11/08/2022,11/08/2022,67,1,5,1,2, ,2,1,1,1.361937779,1,1,2,1,1,3,1,1,1,2,3,3
279,11/07/2022,11/07/2022,72,2,2,6,1,1,2,1,1,0.76853929,3,1,2,3,1,1,1,1,4,4,4,3
280,11/07/2022,11/07/2022,66,1,4,8,1,1,2,1,1,0.949334535,5,1,3,1,3,3,1,1,3,3,3,3
281,11/07/2022,11/07/2022,63,2,5,4,1,2,1,1,1,0.755634102,2,1,2,3,1,1,1,1,2,2,2,3
282,11/07/2022,11/07/2022,50,1,3,2,1,1,2,1,1,1.031287829,3,1,3,3,1,2,2,1,2,3,3,2
283,11/07/2022,11/07/2022,71,1,4,4,1,1,1,1,1,0.899484665,2,1,2,3,1,1,1,1,2,4,3,2
284,11/07/2022,11/07/2022,49,2,4,9,1,7,1,4,1,1.181243297,2,1,3,2,3,3,1,1,4,2,4,3
285,11/07/2022,11/07/2022,41,1,2,9,1,1,2,1,1,1.426703252,3,1,3,2,3,3,3,1,4,4,2,2
286,11/07/2022,11/07/2022,51,2,2,5,1,2,1,1,1,0.701113045,1,1,2,3,1,2,2,1,4,2,4,3
287,11/07/2022,11/07/2022,63,1,5,1,1,1,2,1,1,1.045282232,2,1,3,2,3,3,1,1,4,4,3,3
288,11/07/2022,11/07/2022,60,2,1,7,1,3,1,1,1,1.057135116,2,1,2,2,1,1,2,1,3,3,2,3
289,11/07/2022,11/07/2022,49,2,3,2,1,99,4,1,1,1.231403476,3,1,3,2,3,2,1,1,3,3,3,3
290,11/07/2022,11/07/2022,84,2,2,10,1,1,2,1,1,0.731429746,3,1,1,2,1,2,1,1,4,4,4,3
291,11/07/2022,11/07/2022,70,2,3,9,1,1,2,1,1,0.815715006,3,1,2,2,1,2,2,1,3,4,3,3
292,11/07/2022,11/07/2022,34,2,4,2,2, ,3,1,1,1.019636086,3,1,3,2,3,3,3,1,3,3,3,2
293,11/07/2022,11/07/2022,40,2,2,8,1,2,1,1,1,0.729826745,3,1,1,2,1,2,1,1,4,3,2,3
294,11/07/2022,11/07/2022,59,2,3,9,1,1,2,1,1,0.879169963,2,1,2,4,1,1,1,1,3,3,3,3
295,11/07/2022,11/07/2022,80,2,2,4,1,1,2,1,1,0.821888167,3,1,2,2,1,1,4,1,3,3,3,2
296,11/07/2022,11/07/2022,39,2,4,2,1,2,1,1,1,0.711176387,2,1,2,3,2,3,2,1,4,2,2,3
297,11/07/2022,11/07/2022,32,2,3,9,99, ,2,1,1,0.369046049,5,1,4,4,4,4,4,1,3,3,3,4
298,11/07/2022,11/07/2022,40,2,5,6,1,1,2,1,1,0.738153019,4,1,2,1,2,3,1,1,3,3,3,3
299,11/07/2022,11/07/2022,60,1,4,2,1,2,1,1,1,0.971667793,2,1,2,3,3,3,1,1,1,1,4,3
300,11/07/2022,11/07/2022,57,2,2,9,1,1,2,1,1,0.746758075,3,1,4,3,2,2,2,1,3,3,4,2
301,11/07/2022,11/07/2022,55,1,1,3,1,2,1,1,1,0.865191322,2,1,3,3,1,1,1,1,2,2,3,3
302,11/07/2022,11/07/2022,55,1,1,11,1,1,2,1,1,0.93906115,4,1,1,3,1,1,1,1,5,5,5,3
303,11/07/2022,11/07/2022,79,2,1,2,1,2,1,1,1,0.615567565,2,1,3,3,2,2,2,1,3,2,2,3
304,11/07/2022,11/07/2022,45,1,4,5,1,1,2,9,2,1.026650715,1,1,3,2,3,3,3,1,3,5,4,3
305,11/07/2022,11/07/2022,29,1,5,4,1,2,1,1,1,1.301501688,2,1,3,1,3,3,3,1,3,3,4,3
306,11/07/2022,11/07/2022,42,1,4,7,1,2,3,1,1,1.575820827,5,1,4,2,2,2,2,1,2,3,3,4
307,11/07/2022,11/07/2022,29,1,2,5,1,2,1,1,1,1.2075948,5,1,2,2,3,2,2,1,2,2,2,3
308,11/07/2022,11/07/2022,75,1,4,6,1,1,2,1,1,0.949334535,3,1,2,2,1,1,1,1,3,3,4,3
309,11/07/2022,11/07/2022,60,1,3,11,1,4,3,1,1,1.614020819,2,1,2,3,1,2,1,1,3,3,3,3
310,11/07/2022,11/07/2022,62,1,3,3,1,1,1,1,1,0.912032416,2,1,2,4,1,2,1,1,4,4,4,2
311,11/07/2022,11/07/2022,75,1,3,11,1,3,1,1,1,1.239538356,3,1,1,3,3,1,3,1,4,3,2,3
312,11/07/2022,11/07/2022,65,1,1,7,1,1,1,1,1,0.81930926,3,1,2,2,2,2,2,1,3,3,4,3
313,11/07/2022,11/07/2022,46,1,3,9,1,2,1,1,1,1.185112739,2,1,2,2,2,2,2,1,2,2,2,3
314,11/07/2022,11/07/2022,37,1,4,6,1,1,2,1,1,0.960010673,3,1,2,3,1,1,2,1,4,4,4,3
315,11/07/2022,11/07/2022,58,1,2,2,1,1,2,1,1,0.969862274,3,1,2,3,1,1,1,1,4,3,5,2
316,11/07/2022,11/07/2022,59,1,2,6,1,2,1,1,1,0.673886179,2,1,2,3,1,2,1,1,1,2,2,3
317,11/07/2022,11/07/2022,42,1,6,5,1,2,1,1,1,0.676768004,3,1,3,3,1,3,2,1,5,4,5,3
318,11/07/2022,11/07/2022,65,1,4,6,1,1,2,1,1,0.949334535,2,1,1,2,1,1,1,1,4,4,5,3
319,11/07/2022,11/07/2022,60,2,3,10,1,2,1,1,1,0.905480668,2,1,1,1,1,1,1,1,4,3,4,3
320,11/07/2022,11/07/2022,33,2,2,6,1,2,1,1,1,0.729826745,2,1,2,2,2,2,2,1,4,2,4,3
321,11/07/2022,11/07/2022,43,1,5,7,2, ,2,9,2,0.96700926,2,1,2,2,4,2,4,1,5,4,4,3
322,11/07/2022,11/07/2022,63,1,3,6,1,1,2,1,1,0.915593576,3,1,4,3,1,2,1,1,4,4,4,3
323,11/07/2022,11/07/2022,32,1,2,7,1,99,4,1,1,1.245403408,3,1,2,2,1,3,2,1,3,2,3,3
324,11/07/2022,11/07/2022,79,1,3,9,1,1,2,1,1,0.77865366,2,1,3,2,1,2,1,1,3,3,3,3
325,11/07/2022,11/07/2022,68,2,1,9,1,1,1,1,1,0.679667427,4,1,1,3,3,1,3,1,4,3,3,2
326,11/07/2022,11/07/2022,71,2,3,3,1,1,2,1,1,1.757012702,2,1,3,2,1,3,1,1,2,3,4,3
327,11/07/2022,11/07/2022,67,2,5,6,1,1,1,1,1,0.732520796,2,1,2,2,1,2,1,1,3,3,3,3
328,11/07/2022,11/07/2022,72,1,5,4,2, ,2,1,1,0.639089742,3,1,2,2,2,1,1,1,3,3,3,3
329,11/07/2022,11/07/2022,60,2,1,7,1,1,1,1,1,0.835513146,3,1,2,3,1,1,1,1,3,3,3,2
330,11/07/2022,11/07/2022,55,2,4,9,1,3,1,1,1,0.97939263,2,1,1,3,1,1,1,1,3,3,4,3
331,11/07/2022,11/07/2022,54,1,4,2,1,6,2,1,1,0.878390084,3,1,3,3,4,3,4,1,3,3,3,4
332,11/07/2022,11/07/2022,61,2,4,2,1,1,2,1,1,2.081439078,4,1,1,2,1,3,1,1,3,3,3,4
333,11/07/2022,11/07/2022,76,1,1,10,1,2,1,1,1,0.55986948,2,1,2,3,1,1,3,1,1,1,4,3
334,11/07/2022,11/07/2022,70,2,4,11,1,2,2,1,1,1.209970605,2,1,2,1,3,3,3,1,5,5,5,3
335,11/07/2022,11/07/2022,68,2,5,3,1,3,2,1,1,0.724881482,5,1,2,4,2,2,1,1,4,4,4,3
336,11/07/2022,11/07/2022,42,2,3,11,1,4,1,1,1,0.655615692,2,1,4,2,2,2,4,1,3,4,4,3
337,11/07/2022,11/07/2022,44,1,2,9,1,3,1,1,1,0.677856513,4,1,3,3,1,3,1,1,5,5,5,3
338,11/07/2022,11/07/2022,69,2,6,3,1,2,1,1,1,0.662219219,2,1,3,2,2,2,2,1,3,3,3,3
339,11/07/2022,11/07/2022,55,2,2,11,1,3,1,1,1,1.776274805,2,1,3,2,3,2,2,1,4,3,2,3
340,11/07/2022,11/07/2022,55,1,4,8,1,2,1,1,1,0.951172404,2,1,1,2,2,1,1,1,3,3,3,3
341,11/07/2022,11/07/2022,41,2,4,2,2, ,3,1,1,2.122914029,2,1,2,3,2,2,1,1,3,2,3,3
342,11/07/2022,11/07/2022,52,2,5,4,1,1,1,1,1,0.844308188,3,1,1,2,1,1,1,1,3,3,3,3
343,11/07/2022,11/07/2022,76,1,3,2,1,1,2,1,1,0.805551979,3,1,1,3,1,1,1,1,3,3,3,3
344,11/07/2022,11/07/2022,69,2,6,8,2, ,2,1,1,1.233457683,3,1,2,2,3,1,1,1,4,4,4,3
345,11/07/2022,11/07/2022,35,1,5,5,1,1,2,1,1,0.853495899,5,1,4,4,4,4,4,1,1,1,1,4
346,11/07/2022,11/07/2022,48,1,3,3,1,2,1,1,1,0.630682476,2,1,1,2,1,2,1,1,3,3,3,3
347,11/07/2022,11/07/2022,57,2,5,9,1,7,2,1,1,0.887572918,2,1,3,2,1,1,1,1,3,3,5,3
348,11/07/2022,11/07/2022,65,1,3,6,1,3,2,1,1,0.803018475,2,1,2,2,4,3,4,1,3,4,3,3
349,11/07/2022,11/07/2022,69,2,6,4,1,1,2,1,1,0.884176118,3,1,2,3,1,1,1,1,4,3,4,3
350,11/07/2022,11/07/2022,63,2,2,10,1,2,1,1,1,0.570942297,3,1,2,2,1,1,2,1,3,3,3,3
351,11/07/2022,11/07/2022,70,2,3,6,1,1,2,1,1,0.815715006,3,1,2,3,2,2,2,1,4,2,3,3
352,11/07/2022,11/07/2022,65,1,3,5,1,2,1,1,1,0.660281852,2,1,1,2,1,1,1,1,3,3,3,3
353,11/07/2022,11/07/2022,67,2,6,11,1,1,2,1,1,0.828180831,3,1,1,3,1,1,1,1,3,3,4,3
354,11/07/2022,11/07/2022,37,1,5,8,1,1,1,1,1,0.707102898,4,1,3,2,1,3,1,1,3,3,4,3
355,11/07/2022,11/07/2022,55,1,2,11,1,99,2,1,1,0.735996979,3,1,2,2,1,1,1,1,4,3,4,2
356,11/07/2022,11/07/2022,62,2,2,8,1,3,2,1,1,0.854243481,5,1,3,3,2,4,4,1,4,2,4,3
357,11/07/2022,11/07/2022,65,2,1,3,1,3,1,1,1,0.596992374,2,1,2,3,1,1,1,1,5,2,5,3
358,11/07/2022,11/07/2022,51,1,5,2,1,1,2,1,1,0.960076086,1,1,3,2,4,4,4,1,2,5,5,3
359,11/07/2022,11/07/2022,53,2,2,4,1,3,1,1,1,0.630026653,3,1,3,3,2,3,2,1,3,3,2,3
360,11/07/2022,11/07/2022,72,2,6,8,2, ,4,1,1,1.708951447,5,1,4,4,2,2,1,1,4,4,4,4
361,11/07/2022,11/07/2022,71,2,3,1,1,2,2,1,1,1.53535032,3,1,1,3,1,2,1,1,5,5,5,3
362,11/08/2022,11/08/2022,82,1,6,2,1,6,2,1,1,1.292989361,4,1,1,1,1,1,1,1,2,3,3,3
363,11/07/2022,11/07/2022,71,1,2,7,1,2,1,13,2,0.768648244,2,1,2,3,3,3,3,1,3,3,3,3
364,11/07/2022,11/07/2022,44,1,2,11,1,3,1,1,1,1.180984981,3,1,2,3,2,2,2,1,3,3,3,2
365,11/07/2022,11/07/2022,42,1,4,7,1,3,1,1,1,1.752324015,3,1,2,2,2,3,2,1,3,3,3,3
366,11/07/2022,11/07/2022,52,2,4,10,1,5,1,1,1,1.729124721,2,1,2,3,1,1,1,1,3,4,4,3
367,11/07/2022,11/07/2022,53,1,1,7,1,2,1,1,1,1.133850088,2,1,1,3,1,1,2,1,2,1,5,3
368,11/07/2022,11/07/2022,71,1,1,8,1,1,2,1,1,0.732275499,2,1,2,3,1,2,2,1,2,3,2,2
369,11/07/2022,11/07/2022,71,1,2,8,1,1,1,1,1,1.35327791,4,1,2,3,1,1,1,1,5,5,5,2
370,11/07/2022,11/07/2022,57,1,1,10,2, ,2,4,1,0.797440215,4,1,2,2,1,1,1,1,5,5,5,4
371,11/07/2022,11/07/2022,59,2,3,5,1,1,2,1,1,0.846060672,3,1,2,2,1,1,1,1,5,5,5,3
372,11/07/2022,11/07/2022,49,1,6,8,1,3,1,1,1,0.729228822,3,1,3,3,3,3,2,1,3,2,2,3
373,11/08/2022,11/08/2022,69,1,4,2,2, ,2,1,1,1.638243834,2,1,3,3,1,1,1,1,3,4,4,3
374,11/07/2022,11/07/2022,73,1,1,2,1,2,1,1,1,0.586521797,2,1,2,3,2,2,3,1,2,2,2,3
375,11/07/2022,11/07/2022,82,2,2,11,1,4,1,1,1,0.691867117,3,1,1,3,2,2,3,1,3,4,4,3
376,11/07/2022,11/07/2022,75,2,3,11,99, ,2,1,1,0.555791604,2,1,2,2,1,1,2,1,5,3,5,3
377,11/07/2022,11/07/2022,71,1,3,3,1,2,1,1,1,0.623668748,2,1,3,2,1,2,1,1,2,2,4,3
378,11/07/2022,11/07/2022,46,2,4,1,2, ,4,1,1,2.122914029,2,1,3,3,3,3,3,1,3,3,3,3
379,11/07/2022,11/07/2022,47,1,3,8,1,1,4,1,1,1.090954355,2,1,3,2,3,3,3,1,4,3,4,3
380,11/07/2022,11/07/2022,69,2,4,1,1,3,1,1,1,0.771114131,5,1,3,3,2,2,2,1,3,3,3,3
381,11/07/2022,11/07/2022,75,1,2,6,1,7,2,1,1,0.809044791,3,1,2,3,1,2,2,1,3,3,3,3
382,11/07/2022,11/07/2022,85,1,6,1,1,1,2,1,1,0.814985337,2,1,2,2,1,1,2,1,2,2,2,3
383,11/07/2022,11/07/2022,81,1,3,10,1,1,2,1,1,0.742417708,3,1,3,3,3,3,2,1,3,3,3,3
384,11/07/2022,11/07/2022,56,1,4,11,1,4,2,1,1,1.13424395,5,1,3,4,4,3,1,1,3,3,3,3
385,11/07/2022,11/07/2022,70,1,5,11,1,4,2,1,1,0.801912141,3,1,3,2,3,3,2,1,3,3,4,3
386,11/07/2022,11/07/2022,70,2,6,9,1,3,1,1,1,0.754056205,5,1,3,2,3,2,2,1,5,3,2,3
387,11/07/2022,11/07/2022,49,1,6,11,1,4,1,1,1,0.71847457,2,1,2,2,1,2,2,1,4,2,5,3
388,11/07/2022,11/07/2022,87,1,1,9,1,3,1,1,1,0.669088464,2,1,3,3,1,1,1,1,2,3,5,3
389,11/07/2022,11/07/2022,46,1,1,11,1,1,1,1,1,1.263854502,3,1,3,3,2,3,3,1,3,4,4,3
390,11/07/2022,11/07/2022,66,1,4,2,1,1,2,1,1,0.982128965,3,1,3,2,1,2,1,1,2,3,4,3
391,11/07/2022,11/07/2022,44,1,3,7,1,1,2,1,1,2.070302705,5,1,1,2,2,2,2,1,2,2,2,4
392,11/07/2022,11/07/2022,62,2,4,6,1,2,1,1,1,1.13004433,2,1,2,3,3,3,3,1,4,2,4,3
393,11/07/2022,11/07/2022,63,2,4,6,1,2,1,1,1,1.127971253,2,1,2,2,2,1,1,1,4,2,3,3
394,11/07/2022,11/07/2022,80,2,6,10,1,1,2,1,1,0.788308338,2,1,2,2,1,1,1,1,4,4,5,3
395,11/07/2022,11/07/2022,40,2,2,7,1,2,1,1,1,0.977061325,2,1,2,3,2,2,3,1,4,2,2,3
396,11/07/2022,11/07/2022,47,2,3,2,1,1,2,1,1,0.753428361,2,1,1,3,2,3,1,1,4,3,5,3
397,11/07/2022,11/07/2022,76,1,3,2,1,1,2,1,1,0.805551979,4,1,2,2,2,1,1,1,4,4,4,2
398,11/07/2022,11/07/2022,52,2,3,9,1,2,1,1,1,0.925173279,2,1,2,3,2,1,2,1,3,2,2,3
399,11/07/2022,11/07/2022,52,1,4,2,1,1,2,1,1,1.154853586,3,1,2,1,1,2,1,1,3,3,3,4
400,11/07/2022,11/07/2022,76,2,3,10,1,5,1,1,1,0.632018469,2,1,1,2,2,2,2,1,3,2,2,3
401,11/07/2022,11/07/2022,72,1,4,9,1,1,2,1,1,0.949334535,3,1,4,4,4,4,4,1,2,2,2,2
402,11/07/2022,11/07/2022,55,1,2,8,1,3,1,1,1,0.788205388,3,1,3,2,1,1,1,1,2,2,2,3
403,11/07/2022,11/07/2022,59,2,2,7,1,3,1,1,1,0.786201555,2,1,2,2,1,1,1,1,3,2,2,3
404,11/07/2022,11/07/2022,78,1,3,4,1,1,2,1,1,0.832704635,2,1,2,3,1,1,1,1,5,4,4,3
405,11/07/2022,11/07/2022,77,1,1,8,1,1,2,1,1,0.732275499,3,1,2,1,1,1,1,1,2,2,2,4
406,11/07/2022,11/08/2022,71,2,6,5,1,99,2,1,1,1.393937107,3,1,2,4,4,4,4,1,3,3,3,3
407,11/07/2022,11/07/2022,59,1,1,11,1,2,1,1,1,1.168655878,3,1,3,3,1,3,2,1,3,2,3,3
408,11/07/2022,11/07/2022,67,1,2,1,1,3,1,1,1,0.569868512,3,1,2,3,1,2,3,1,3,3,4,3
409,11/07/2022,11/07/2022,73,2,4,6,1,7,1,1,1,0.971721579,5,1,1,3,1,1,1,1,3,3,4,4
410,11/07/2022,11/07/2022,38,2,4,6,1,1,2,1,1,0.887907399,3,1,2,4,1,1,1,1,3,2,4,3
411,11/07/2022,11/07/2022,24,2,4,3,1,2,2,9,2,0.877553564,2,1,2,3,2,1,3,1,5,5,3,3
412,11/07/2022,11/07/2022,49,2,6,10,1,6,2,1,1,0.925951151,3,1,2,2,2,3,2,1,3,4,3,3
413,11/07/2022,11/07/2022,84,1,1,11,1,4,1,1,1,0.660432698,2,1,1,2,2,1,2,1,3,3,3,3
414,11/07/2022,11/07/2022,74,2,6,5,1,1,2,1,1,0.884176118,5,1,2,2,1,4,1,1,3,3,3,4
415,11/07/2022,11/07/2022,81,2,2,4,1,2,1,4,1,0.650509522,2,1,2,3,3,3,2,1,4,2,4,3
416,11/07/2022,11/07/2022,61,1,1,4,1,2,1,1,1,0.915983253,3,1,3,2,3,3,3,1,3,4,4,3
417,11/07/2022,11/07/2022,60,2,2,3,1,2,1,1,1,0.598121729,2,1,4,4,1,1,1,1,5,3,5,3
418,11/07/2022,11/07/2022,52,2,2,6,1,2,1,1,1,0.8716672,2,1,3,2,2,1,3,1,4,2,2,3
419,11/07/2022,11/07/2022,76,1,5,4,1,2,2,1,1,0.753976407,3,1,2,2,2,2,2,1,3,3,3,3
420,11/07/2022,11/07/2022,76,1,2,5,1,2,1,1,1,0.620954152,2,1,1,3,2,1,1,1,2,2,2,3
421,11/07/2022,11/07/2022,59,2,2,5,1,2,1,9,2,0.944456799,1,1,2,2,3,3,3,1,5,5,5,3
422,11/07/2022,11/07/2022,61,1,1,2,1,1,1,1,1,0.859286319,3,1,2,2,1,1,1,1,4,4,5,2
423,11/07/2022,11/07/2022,67,2,2,3,1,2,1,1,1,0.6144383,3,1,1,3,1,1,2,1,4,3,3,3
424,11/07/2022,11/07/2022,89,1,3,7,2, ,2,1,1,0.943452796,2,1,4,4,4,4,4,1,3,3,3,3
425,11/07/2022,11/07/2022,59,2,3,9,1,1,2,1,1,0.879169963,2,1,3,1,1,2,1,1,3,3,3,3
426,11/07/2022,11/07/2022,85,2,2,8,1,3,1,1,1,0.702223104,2,1,2,3,1,4,1,1,4,4,4,3
427,11/07/2022,11/07/2022,70,2,1,5,99, ,2,1,1,0.622343155,3,1,2,3,2,1,2,1,3,1,2,4
428,11/07/2022,11/07/2022,54,2,3,6,1,2,1,1,1,0.620305944,3,1,2,2,1,3,1,1,5,4,3,3
429,11/07/2022,11/07/2022,45,2,2,11,1,1,1,1,1,0.827612447,2,1,1,2,2,3,2,1,3,3,3,3
